State,Year,Quarter,Transaction_type,Transaction_count,Transaction_amount,Region
Goa,2021,1,Others,11764,12687278.26183929,Southern Region
Goa,2021,2,Merchant payments,1869384,1411529033.665019,Southern Region
Goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256,Southern Region
Goa,2021,2,Recharge & bill payments,953219,383804809.3560881,Southern Region
Goa,2021,2,Financial Services,8303,12371843.844825162,Southern Region
Goa,2021,2,Others,12392,10115549.032816991,Southern Region
Goa,2021,3,Merchant payments,2865625,2143135314.8979309,Southern Region
Goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299,Southern Region
Goa,2021,3,Recharge & bill payments,1017351,438838003.2298236,Southern Region
Goa,2021,3,Financial Services,8337,12943224.073821459,Southern Region
Goa,2021,3,Others,16145,12416377.59749352,Southern Region
Goa,2021,4,Merchant payments,5474662,4384250602.937037,Southern Region
Goa,2021,4,Peer-to-peer payments,4408822,13618351952.66609,Southern Region
Goa,2021,4,Recharge & bill payments,1170180,585734312.4063727,Southern Region
Goa,2021,4,Financial Services,11320,17101084.66037453,Southern Region
Goa,2021,4,Others,23775,21819163.1997744,Southern Region
Goa,2022,1,Merchant payments,6364271,4682000388.389215,Southern Region
Goa,2022,1,Peer-to-peer payments,4640380,14449830641.55571,Southern Region
Goa,2022,1,Recharge & bill payments,1177071,646403472.1135541,Southern Region
Goa,2022,1,Financial Services,11677,17490493.19245399,Southern Region
Goa,2022,1,Others,20699,20720407.59517404,Southern Region
Goa,2022,2,Merchant payments,7812998,5736211013.6866455,Southern Region
Goa,2022,2,Peer-to-peer payments,5097942,16372343177.228302,Southern Region
Goa,2022,2,Recharge & bill payments,1279377,738765635.2807853,Southern Region
Goa,2022,2,Financial Services,10666,13192736.02810038,Southern Region
Goa,2022,2,Others,15071,12525197.296362748,Southern Region
Goa,2022,3,Merchant payments,7595135,5112175255.359402,Southern Region
Goa,2022,3,Peer-to-peer payments,4449008,13780955270.35272,Southern Region
Goa,2022,3,Recharge & bill payments,1122869,657115143.5357426,Southern Region
Goa,2022,3,Financial Services,9992,12650738.42084387,Southern Region
Goa,2022,3,Others,11683,11368868.03761505,Southern Region
Goa,2022,4,Merchant payments,10319138,6739205748.43176,Southern Region
Goa,2022,4,Peer-to-peer payments,5652373,17421974714.96234,Southern Region
Goa,2022,4,Recharge & bill payments,1195865,734121700.6400626,Southern Region
Goa,2022,4,Financial Services,12147,15705663.12696776,Southern Region
Goa,2022,4,Others,13151,13978544.17801686,Southern Region
Gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563,Western Region
Gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066,Western Region
Gujarat,2018,1,Merchant payments,145436,166036667.5708913,Western Region
Gujarat,2018,1,Financial Services,122117,27986679.00971316,Western Region
Gujarat,2018,1,Others,250296,186165067.57372183,Western Region
Gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953,Western Region
Gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.386879,Western Region
Gujarat,2018,2,Merchant payments,275503,356984574.1205573,Western Region
Gujarat,2018,2,Financial Services,140704,38598263.22838031,Western Region
Gujarat,2018,2,Others,202928,185541007.527258,Western Region
Gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.7593,Western Region
Gujarat,2018,3,Recharge & bill payments,5117168,1938041688.967853,Western Region
Gujarat,2018,3,Merchant payments,573440,466209496.8015111,Western Region
Gujarat,2018,3,Financial Services,136468,24930605.60733972,Western Region
Gujarat,2018,3,Others,219873,164477497.1394802,Western Region
Gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.78019,Western Region
Gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815268,Western Region
Gujarat,2018,4,Merchant payments,1656377,1088373316.058025,Western Region
Gujarat,2018,4,Financial Services,133915,30699273.16507,Western Region
Gujarat,2018,4,Others,316405,207297005.697784,Western Region
Gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.30865,Western Region
Gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943,Western Region
Gujarat,2019,1,Merchant payments,2493340,1296376125.1752782,Western Region
Gujarat,2019,1,Financial Services,114539,19581520.56940021,Western Region
Gujarat,2019,1,Others,323272,204585378.77191532,Western Region
Gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46584,Western Region
Gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602,Western Region
Gujarat,2019,2,Merchant payments,5486791,2526448415.35857,Western Region
Gujarat,2019,2,Financial Services,70502,17349813.389733132,Western Region
Gujarat,2019,2,Others,442607,271280936.6247084,Western Region
Gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684,Western Region
Gujarat,2019,3,Merchant payments,11788077,4211116461.291188,Western Region
Gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059,Western Region
Gujarat,2019,3,Financial Services,78609,20507001.233050566,Western Region
Gujarat,2019,3,Others,482985,256386015.2468171,Western Region
Gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778,Western Region
Gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656,Western Region
Gujarat,2019,4,Merchant payments,9964076,5480269119.720947,Western Region
Gujarat,2019,4,Financial Services,63498,20202767.264147878,Western Region
Gujarat,2019,4,Others,444434,194846362.42851493,Western Region
Gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784,Western Region
Gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899,Western Region
Gujarat,2020,1,Merchant payments,12191478,7210758662.281933,Western Region
Gujarat,2020,1,Financial Services,50753,27460255.45966168,Western Region
Gujarat,2020,1,Others,367621,165535312.3927878,Western Region
Gujarat,2020,2,Recharge & bill payments,19971660,8322688556.9900055,Western Region
Gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.229126,Western Region
Gujarat,2020,2,Merchant payments,9645967,7196610931.561442,Western Region
Gujarat,2020,2,Financial Services,59617,53132341.30500819,Western Region
Gujarat,2020,2,Others,173543,92274135.40504411,Western Region
Gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531,Western Region
Gujarat,2020,3,Merchant payments,18338969,12749796641.7854,Western Region
Gujarat,2020,3,Recharge & bill payments,17481357,9820654243.808819,Western Region
Gujarat,2020,3,Financial Services,92278,84723188.62104334,Western Region
Gujarat,2020,3,Others,246851,124456073.2416335,Western Region
Gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.362,Western Region
Gujarat,2020,4,Merchant payments,28430460,20844321156.65293,Western Region
Gujarat,2020,4,Recharge & bill payments,18943669,10441981826.08086,Western Region
Gujarat,2020,4,Financial Services,113371,120056733.88652492,Western Region
Gujarat,2020,4,Others,373789,243470065.4568177,Western Region
Gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.0293,Western Region
Gujarat,2021,1,Merchant payments,35815382,26512643894.00317,Western Region
Gujarat,2021,1,Recharge & bill payments,22088838,11996115292.37784,Western Region
Gujarat,2021,1,Financial Services,126380,137612317.73580322,Western Region
Gujarat,2021,1,Others,316472,235440836.3042438,Western Region
Gujarat,2021,2,Merchant payments,42593432,33542305033.8295,Western Region
Gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.3019,Western Region
Gujarat,2021,2,Recharge & bill payments,27127405,13750783181.944221,Western Region
Gujarat,2021,2,Financial Services,128647,136119996.7022825,Western Region
Gujarat,2021,2,Others,349525,249278437.3391409,Western Region
Gujarat,2021,3,Merchant payments,62934471,48197579736.51646,Western Region
Gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.62402,Western Region
Gujarat,2021,3,Recharge & bill payments,29580901,15945997372.05868,Western Region
Gujarat,2021,3,Financial Services,125167,163304131.14365232,Western Region
Gujarat,2021,3,Others,473656,304418273.2454592,Western Region
Gujarat,2021,4,Merchant payments,84846502,68717933161.8696,Western Region
Gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.63602,Western Region
Gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239,Western Region
Gujarat,2021,4,Financial Services,175393,209214620.7057898,Western Region
Gujarat,2021,4,Others,591265,377657202.7539646,Western Region
Gujarat,2022,1,Merchant payments,101648378,79563412221.78397,Western Region
Gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.3083,Western Region
Gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357,Western Region
Gujarat,2022,1,Financial Services,160423,187077879.3846649,Western Region
Gujarat,2022,1,Others,496289,316261089.40738213,Western Region
Gujarat,2022,2,Merchant payments,131610193,95585623258.23605,Western Region
Gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.5976,Western Region
Gujarat,2022,2,Recharge & bill payments,33424931,23844933238.40894,Western Region
Gujarat,2022,2,Financial Services,125180,142685436.4192669,Western Region
Gujarat,2022,2,Others,468796,278978567.18363523,Western Region
Gujarat,2022,3,Merchant payments,161264265,109018764232.9939,Western Region
Gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.0105,Western Region
Gujarat,2022,3,Recharge & bill payments,38383683,28649040040.50214,Western Region
Gujarat,2022,3,Financial Services,152053,162173602.8459629,Western Region
Gujarat,2022,3,Others,404941,269479241.0969004,Western Region
Gujarat,2022,4,Merchant payments,186533503,125585214989.03001,Western Region
Gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.2685,Western Region
Gujarat,2022,4,Recharge & bill payments,39167297,30789927498.95329,Western Region
Gujarat,2022,4,Financial Services,179101,194314203.0080444,Western Region
Gujarat,2022,4,Others,407639,295484431.27800745,Western Region
Haryana,2018,1,Recharge & bill payments,2368002,535578755.0794511,Northern Region
Haryana,2018,1,Peer-to-peer payments,1607193,5814807510.68666,Northern Region
Haryana,2018,1,Merchant payments,167816,173513595.3537558,Northern Region
Haryana,2018,1,Financial Services,128636,27501068.014126312,Northern Region
Haryana,2018,1,Others,209123,242110585.52640373,Northern Region
Haryana,2018,2,Recharge & bill payments,3054284,984897276.6519809,Northern Region
Haryana,2018,2,Peer-to-peer payments,2388953,9745924809.851494,Northern Region
Haryana,2018,2,Merchant payments,369916,334118261.4534411,Northern Region
Haryana,2018,2,Financial Services,167570,38145882.441803865,Northern Region
Haryana,2018,2,Others,170208,217328211.71769938,Northern Region
Haryana,2018,3,Peer-to-peer payments,3753981,14429454356.345781,Northern Region
Haryana,2018,3,Recharge & bill payments,3203386,1310467515.0605881,Northern Region
Haryana,2018,3,Merchant payments,1003057,427387637.93353707,Northern Region
Haryana,2018,3,Financial Services,100452,17323790.814170152,Northern Region
Haryana,2018,3,Others,201148,190505707.4736181,Northern Region
Haryana,2018,4,Peer-to-peer payments,5905032,22416919746.938683,Northern Region
Haryana,2018,4,Recharge & bill payments,4116262,1671040703.731761,Northern Region
Haryana,2018,4,Merchant payments,2413446,1013407379.896309,Northern Region
Haryana,2018,4,Financial Services,120711,22252543.62175617,Northern Region
Haryana,2018,4,Others,394732,267255642.2674202,Northern Region
Haryana,2019,1,Peer-to-peer payments,12622225,30283578836.61907,Northern Region
Haryana,2019,1,Recharge & bill payments,5576577,2202061874.5361753,Northern Region
Haryana,2019,1,Merchant payments,3361995,1292375556.3150861,Northern Region
Haryana,2019,1,Financial Services,101786,15201736.002431491,Northern Region
Haryana,2019,1,Others,473192,258437718.15887582,Northern Region
Haryana,2019,2,Peer-to-peer payments,10387562,37056084813.57578,Northern Region
Haryana,2019,2,Recharge & bill payments,5902923,2838724048.08961,Northern Region
Haryana,2019,2,Merchant payments,5738283,2292901816.143204,Northern Region
Haryana,2019,2,Financial Services,57488,12080285.227121709,Northern Region
Haryana,2019,2,Others,655560,301748850.18049383,Northern Region
Haryana,2019,3,Peer-to-peer payments,11775288,43738290119.9285,Northern Region
Haryana,2019,3,Merchant payments,9386779,3615636827.8118157,Northern Region
Haryana,2019,3,Recharge & bill payments,8289987,4817098564.823641,Northern Region
Haryana,2019,3,Financial Services,61503,16715100.88021799,Northern Region
Haryana,2019,3,Others,829974,301378585.9978597,Northern Region
Haryana,2019,4,Peer-to-peer payments,15729819,58242027266.14443,Northern Region
Haryana,2019,4,Merchant payments,11615667,5253780278.236425,Northern Region
Haryana,2019,4,Recharge & bill payments,9648003,5637358525.756194,Northern Region
Haryana,2019,4,Financial Services,41688,13756049.144287622,Northern Region
Haryana,2019,4,Others,790808,212797749.81994918,Northern Region
Haryana,2020,1,Peer-to-peer payments,17728235,68367245528.07149,Northern Region
Haryana,2020,1,Merchant payments,14327020,7075196609.224877,Northern Region
Haryana,2020,1,Recharge & bill payments,11346112,6331682016.516322,Northern Region
Haryana,2020,1,Financial Services,34488,25266730.1883267,Northern Region
Haryana,2020,1,Others,600232,176823674.24305552,Northern Region
Haryana,2020,2,Peer-to-peer payments,17334369,66645492690.67839,Northern Region
Haryana,2020,2,Recharge & bill payments,12740328,6547618491.532405,Northern Region
Haryana,2020,2,Merchant payments,11527654,7393393677.758501,Northern Region
Haryana,2020,2,Financial Services,48759,49209527.29146182,Northern Region
Haryana,2020,2,Others,129940,75550536.67993587,Northern Region
Haryana,2020,3,Peer-to-peer payments,24123449,88796356487.11024,Northern Region
Haryana,2020,3,Merchant payments,20845136,12141560866.98217,Northern Region
Haryana,2020,3,Recharge & bill payments,12716319,8452802892.504496,Northern Region
Haryana,2020,3,Financial Services,66457,80854296.9304013,Northern Region
Haryana,2020,3,Others,186818,96375902.20346308,Northern Region
Haryana,2020,4,Merchant payments,34063692,21382305452.06797,Northern Region
Haryana,2020,4,Peer-to-peer payments,33920789,128613933346.855,Northern Region
Haryana,2020,4,Recharge & bill payments,14682896,9675471300.731653,Northern Region
Haryana,2020,4,Financial Services,84881,103265693.75364481,Northern Region
Haryana,2020,4,Others,419181,223528573.1334415,Northern Region
Haryana,2021,1,Merchant payments,39363588,23389100227.155342,Northern Region
Haryana,2021,1,Peer-to-peer payments,36764622,135970636784.61829,Northern Region
Haryana,2021,1,Recharge & bill payments,13680353,9260346909.440674,Northern Region
Haryana,2021,1,Financial Services,79784,99672809.9922822,Northern Region
Haryana,2021,1,Others,364437,218544351.2217209,Northern Region
Haryana,2021,2,Merchant payments,45335533,29119078263.95798,Northern Region
Haryana,2021,2,Peer-to-peer payments,44086559,161073685336.6668,Northern Region
Haryana,2021,2,Recharge & bill payments,15861047,9839496894.971409,Northern Region
Haryana,2021,2,Financial Services,85821,97238136.0951769,Northern Region
Haryana,2021,2,Others,311896,227855606.99266592,Northern Region
Haryana,2021,3,Merchant payments,66885213,40190922826.606285,Northern Region
Haryana,2021,3,Peer-to-peer payments,55929958,188548678300.52472,Northern Region
